taxid	uniprot_id	species_name	domain	scientific_name	kingdom	phylum	class	order	family	genus	species
1415580	UP000515156	Microcaecilia unicolor	Eukaryota	Microcaecilia unicolor	k__Eukaryota	p__Chordata	c__Amphibia	o__Gymnophiona	f__Siphonopidae	g__Microcaecilia	s__Microcaecilia unicolor
870435	UP000054217	Pisolithus tinctorius Marx 270	Eukaryota	Pisolithus tinctorius Marx 270	k__Eukaryota	p__Basidiomycota	c__Agaricomycetes	o__Boletales	f__Pisolithaceae	g__Pisolithus	s__Pisolithus tinctorius
49390	UP000295252	Coffea canephora	Eukaryota	Coffea canephora	k__Eukaryota	p__Streptophyta	c__Magnoliopsida	o__Gentianales	f__Rubiaceae	g__Coffea	s__Coffea canephora
181472	UP000472267	Salarias fasciatus	Eukaryota	Salarias fasciatus	k__Eukaryota	p__Chordata	c__Actinopteri	o__Blenniiformes	f__Blenniidae	g__Salarias	s__Salarias fasciatus
8032	UP000472277	Salmo trutta	Eukaryota	Salmo trutta	k__Eukaryota	p__Chordata	c__Actinopteri	o__Salmoniformes	f__Salmonidae	g__Salmo	s__Salmo trutta
7137	UP000504614	Galleria mellonella	Eukaryota	Galleria mellonella	k__Eukaryota	p__Arthropoda	c__Insecta	o__Lepidoptera	f__Pyralidae	g__Galleria	s__Galleria mellonella
1408157	UP000182658	Coniochaeta ligniaria NRRL 30616	Eukaryota	Coniochaeta ligniaria NRRL 30616	k__Eukaryota	p__Ascomycota	c__Sordariomycetes	o__Coniochaetales	f__Coniochaetaceae	g__Coniochaeta	s__Coniochaeta ligniaria
1137138	UP000027073	Pleurotus ostreatus PC15	Eukaryota	Pleurotus ostreatus PC15	k__Eukaryota	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Pleurotaceae	g__Pleurotus	s__Pleurotus ostreatus
1460663	UP000077069	Paraphaeosphaeria sporulosa	Eukaryota	Paraphaeosphaeria sporulosa	k__Eukaryota	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Didymosphaeriaceae	g__Paraphaeosphaeria	s__Paraphaeosphaeria sporulosa
127582	UP000248480	Trichechus manatus latirostris	Eukaryota	Trichechus manatus latirostris	k__Eukaryota	p__Chordata	c__Mammalia	o__Sirenia	f__Trichechidae	g__Trichechus	s__Trichechus manatus
283909	UP000014760	Capitella teleta	Eukaryota	Capitella teleta	k__Eukaryota	p__Annelida	c__Polychaeta	o__unclassified Polychaeta order	f__Capitellidae	g__Capitella	s__Capitella teleta
4232	UP000215914	Helianthus annuus	Eukaryota	Helianthus annuus	k__Eukaryota	p__Streptophyta	c__Magnoliopsida	o__Asterales	f__Asteraceae	g__Helianthus	s__Helianthus annuus
7574	UP000085678	Lingula unguis	Eukaryota	Lingula anatina	k__Eukaryota	p__Brachiopoda	c__Lingulata	o__Lingulida	f__Lingulidae	g__Lingula	s__Lingula anatina
310752	UP000261681	Balaenoptera acutorostrata scammoni	Eukaryota	Balaenoptera acutorostrata scammoni	k__Eukaryota	p__Chordata	c__Mammalia	o__Artiodactyla	f__Balaenopteridae	g__Balaenoptera	s__Balaenoptera acutorostrata
51953	UP000504607	Elaeis guineensis var. tenera	Eukaryota	Elaeis guineensis	k__Eukaryota	p__Streptophyta	c__Magnoliopsida	o__Arecales	f__Arecaceae	g__Elaeis	s__Elaeis guineensis
88456	UP000095192	Cyclospora cayetanensis	Eukaryota	Cyclospora cayetanensis	k__Eukaryota	p__Apicomplexa	c__Conoidasida	o__Eucoccidiorida	f__Eimeriidae	g__Cyclospora	s__Cyclospora cayetanensis
80966	UP000257200	Acanthochromis polyacanthus	Eukaryota	Acanthochromis polyacanthus	k__Eukaryota	p__Chordata	c__Actinopteri	o__unclassified Actinopteri order	f__Pomacentridae	g__Acanthochromis	s__Acanthochromis polyacanthus
6105	UP000515163	Actinia tenebrosa	Eukaryota	Actinia tenebrosa	k__Eukaryota	p__Cnidaria	c__Anthozoa	o__Actiniaria	f__Actiniidae	g__Actinia	s__Actinia tenebrosa
323545	UP000481858	Xylaria multiplex	Eukaryota	Xylaria multiplex	k__Eukaryota	p__Ascomycota	c__Sordariomycetes	o__Xylariales	f__Xylariaceae	g__Xylaria	s__Xylaria multiplex
1169540	UP000041254	Vitrella brassicaformis (strain CCMP3155)	Eukaryota	Vitrella brassicaformis CCMP3155	k__Eukaryota	p__unclassified Eukaryota phylum	c__unclassified Eukaryota class	o__unclassified Eukaryota order	f__Vitrellaceae	g__Vitrella	s__Vitrella brassicaformis
266149	UP000054937	Pseudocohnilembus persalinus	Eukaryota	Pseudocohnilembus persalinus	k__Eukaryota	p__Ciliophora	c__Oligohymenophorea	o__Philasterida	f__Pseudocohnilembidae	g__Pseudocohnilembus	s__Pseudocohnilembus persalinus
139825	UP000287166	Sparassis crispa	Eukaryota	Sparassis crispa	k__Eukaryota	p__Basidiomycota	c__Agaricomycetes	o__Polyporales	f__Sparassidaceae	g__Sparassis	s__Sparassis crispa
9749	UP000248483	Delphinapterus leucas	Eukaryota	Delphinapterus leucas	k__Eukaryota	p__Chordata	c__Mammalia	o__Artiodactyla	f__Monodontidae	g__Delphinapterus	s__Delphinapterus leucas
586833	UP000472263	Myripristis murdjan	Eukaryota	Myripristis murdjan	k__Eukaryota	p__Chordata	c__Actinopteri	o__Holocentriformes	f__Holocentridae	g__Myripristis	s__Myripristis murdjan
27342	UP000053477	Schizopora paradoxa	Eukaryota	Schizopora paradoxa	k__Eukaryota	p__Basidiomycota	c__Agaricomycetes	o__Hymenochaetales	f__Schizoporaceae	g__Schizopora	s__Schizopora paradoxa
1280837	UP000245771	Meira miltonrushii	Eukaryota	Meira miltonrushii	k__Eukaryota	p__Basidiomycota	c__Exobasidiomycetes	o__Exobasidiales	f__Brachybasidiaceae	g__Meira	s__Meira miltonrushii
1882483	UP000246740	Testicularia cyperi	Eukaryota	Testicularia cyperi	k__Eukaryota	p__Basidiomycota	c__Ustilaginomycetes	o__Ustilaginales	f__Anthracoideaceae	g__Testicularia	s__Testicularia cyperi
1590841	UP000241394	Actinidia chinensis var. chinensis	Eukaryota	Actinidia chinensis var. chinensis	k__Eukaryota	p__Streptophyta	c__Magnoliopsida	o__Ericales	f__Actinidiaceae	g__Actinidia	s__Actinidia chinensis
2650976	UP000588193	Scenedesmus sp. NREL 46B-D3	Eukaryota	Scenedesmus sp. NREL 46B-D3	k__Eukaryota	p__Chlorophyta	c__Chlorophyceae	o__Sphaeropleales	f__Scenedesmaceae	g__Scenedesmus	s__Scenedesmus sp. NREL 46B-D3
50390	UP000515147	Diabrotica virgifera virgifera	Eukaryota	Diabrotica virgifera virgifera	k__Eukaryota	p__Arthropoda	c__Insecta	o__Coleoptera	f__Chrysomelidae	g__Diabrotica	s__Diabrotica virgifera
136037	UP000027135	Zootermopsis nevadensis	Eukaryota	Zootermopsis nevadensis	k__Eukaryota	p__Arthropoda	c__Insecta	o__Blattodea	f__Termopsidae	g__Zootermopsis	s__Zootermopsis nevadensis
546991	UP000015441	Blumeria graminis f. sp. hordei (strain DH14)	Eukaryota	Blumeria hordei DH14	k__Eukaryota	p__Ascomycota	c__Leotiomycetes	o__Erysiphales	f__Erysiphaceae	g__Blumeria	s__Blumeria hordei
458696	UP000593562	Tripterygium wilfordii	Eukaryota	Tripterygium wilfordii	k__Eukaryota	p__Streptophyta	c__Magnoliopsida	o__Celastrales	f__Celastraceae	g__Tripterygium	s__Tripterygium wilfordii
933084	UP000027265	Jaapia argillacea MUCL 33604	Eukaryota	Jaapia argillacea MUCL 33604	k__Eukaryota	p__Basidiomycota	c__Agaricomycetes	o__Jaapiales	f__Jaapiaceae	g__Jaapia	s__Jaapia argillacea
118797	UP000265300	Lipotes vexillifer	Eukaryota	Lipotes vexillifer	k__Eukaryota	p__Chordata	c__Mammalia	o__Artiodactyla	f__Lipotidae	g__Lipotes	s__Lipotes vexillifer
59479	UP000472240	Rhinolophus ferrumequinum	Eukaryota	Rhinolophus ferrumequinum	k__Eukaryota	p__Chordata	c__Mammalia	o__Chiroptera	f__Rhinolophidae	g__Rhinolophus	s__Rhinolophus ferrumequinum
161013	UP000515158	Thrips palmi	Eukaryota	Thrips palmi	k__Eukaryota	p__Arthropoda	c__Insecta	o__Thysanoptera	f__Thripidae	g__Thrips	s__Thrips palmi
1250544	UP000326924	Sphaerosporella brunnea	Eukaryota	Sphaerosporella brunnea	k__Eukaryota	p__Ascomycota	c__Pezizomycetes	o__Pezizales	f__Pyronemataceae	g__Sphaerosporella	s__Sphaerosporella brunnea
9880	UP000504613	Odocoileus virginianus texanus	Eukaryota	Odocoileus virginianus texanus	k__Eukaryota	p__Chordata	c__Mammalia	o__Artiodactyla	f__Cervidae	g__Odocoileus	s__Odocoileus virginianus
109461	UP000594260	Varroa destructor	Eukaryota	Varroa destructor	k__Eukaryota	p__Arthropoda	c__Arachnida	o__Mesostigmata	f__Varroidae	g__Varroa	s__Varroa destructor
1314790	UP000193498	Basidiobolus meristosporus CBS 931.73	Eukaryota	Basidiobolus meristosporus CBS 931.73	k__Eukaryota	p__Zoopagomycota	c__Basidiobolomycetes	o__Basidiobolales	f__Basidiobolaceae	g__Basidiobolus	s__Basidiobolus meristosporus
158456	UP000515150	Betta splendens	Eukaryota	Betta splendens	k__Eukaryota	p__Chordata	c__Actinopteri	o__Anabantiformes	f__Osphronemidae	g__Betta	s__Betta splendens
635003	UP000095751	Fragilariopsis cylindrus CCMP1102	Eukaryota	Fragilariopsis cylindrus CCMP1102	k__Eukaryota	p__Bacillariophyta	c__Bacillariophyceae	o__Bacillariales	f__Bacillariaceae	g__Fragilariopsis	s__Fragilariopsis cylindrus
94885	UP000515157	Pantherophis guttatus	Eukaryota	Pantherophis guttatus	k__Eukaryota	p__Chordata	c__Lepidosauria	o__Squamata	f__Colubridae	g__Pantherophis	s__Pantherophis guttatus
79782	UP000494040	Cimex lectularius	Eukaryota	Cimex lectularius	k__Eukaryota	p__Arthropoda	c__Insecta	o__Hemiptera	f__Cimicidae	g__Cimex	s__Cimex lectularius
1229662	UP000030651	Pestalotiopsis fici (strain W106-1 / CGMCC3.15140)	Eukaryota	Pestalotiopsis fici W106-1	k__Eukaryota	p__Ascomycota	c__Sordariomycetes	o__Xylariales	f__Sporocadaceae	g__Pestalotiopsis	s__Pestalotiopsis fici
645134	UP000053201	Spizellomyces punctatus (strain DAOM BR117)	Eukaryota	Spizellomyces punctatus DAOM BR117	k__Eukaryota	p__Chytridiomycota	c__Chytridiomycetes	o__Spizellomycetales	f__Spizellomycetaceae	g__Spizellomyces	s__Spizellomyces punctatus
418985	UP000192247	Tropilaelaps mercedesae	Eukaryota	Tropilaelaps mercedesae	k__Eukaryota	p__Arthropoda	c__Arachnida	o__Mesostigmata	f__Laelapidae	g__Tropilaelaps	s__Tropilaelaps mercedesae
765868	UP000077206	Stagonospora sp. SRC1lsM3a	Eukaryota	Stagonospora sp. SRC1lsM3a	k__Eukaryota	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Massarinaceae	g__Stagonospora	s__Stagonospora sp. SRC1lsM3a
56408	UP000095728	Hanseniaspora osmophila	Eukaryota	Hanseniaspora osmophila	k__Eukaryota	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Saccharomycodaceae	g__Hanseniaspora	s__Hanseniaspora osmophila
1344418	UP000095038	Ascoidea rubescens DSM 1968	Eukaryota	Ascoidea rubescens DSM 1968	k__Eukaryota	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Ascoideaceae	g__Ascoidea	s__Ascoidea rubescens
39966	UP000076154	Hypsizygus marmoreus	Eukaryota	Hypsizygus marmoreus	k__Eukaryota	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Lyophyllaceae	g__Hypsizygus	s__Hypsizygus marmoreus
8218	UP000515161	Gymnodraco acuticeps	Eukaryota	Gymnodraco acuticeps	k__Eukaryota	p__Chordata	c__Actinopteri	o__Perciformes	f__Bathydraconidae	g__Gymnodraco	s__Gymnodraco acuticeps
2587831	UP000472274	Terrapene carolina triunguis	Eukaryota	Terrapene carolina triunguis	k__Eukaryota	p__Chordata	c__unclassified Chordata class	o__Testudines	f__Emydidae	g__Terrapene	s__Terrapene carolina
10020	UP000081671	Dipodomys ordii	Eukaryota	Dipodomys ordii	k__Eukaryota	p__Chordata	c__Mammalia	o__Rodentia	f__Heteromyidae	g__Dipodomys	s__Dipodomys ordii
65357	UP000053237	Albugo candida	Eukaryota	Albugo candida	k__Eukaryota	p__Oomycota	c__unclassified Oomycota class	o__Albuginales	f__Albuginaceae	g__Albugo	s__Albugo candida
1519565	UP000198406	Fistulifera solaris	Eukaryota	Fistulifera solaris	k__Eukaryota	p__Bacillariophyta	c__Bacillariophyceae	o__Naviculales	f__Naviculaceae	g__Fistulifera	s__Fistulifera solaris
34884	UP000286641	Callorhinus ursinus	Eukaryota	Callorhinus ursinus	k__Eukaryota	p__Chordata	c__Mammalia	o__Carnivora	f__Otariidae	g__Callorhinus	s__Callorhinus ursinus
9365	UP000079721	Erinaceus europaeus	Eukaryota	Erinaceus europaeus	k__Eukaryota	p__Chordata	c__Mammalia	o__Eulipotyphla	f__Erinaceidae	g__Erinaceus	s__Erinaceus europaeus
1283841	UP000028524	Stachybotrys chlorohalonata (strain IBT 40285)	Eukaryota	Stachybotrys chlorohalonata IBT 40285	k__Eukaryota	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Stachybotryaceae	g__Stachybotrys	s__Stachybotrys chlorohalonata
103695	UP000504619	Pogona vitticeps	Eukaryota	Pogona vitticeps	k__Eukaryota	p__Chordata	c__Lepidosauria	o__Squamata	f__Agamidae	g__Pogona	s__Pogona vitticeps
10160	UP000515203	Octodon degus	Eukaryota	Octodon degus	k__Eukaryota	p__Chordata	c__Mammalia	o__Rodentia	f__Octodontidae	g__Octodon	s__Octodon degus
946122	UP000054549	Amanita muscaria (strain Koide BX008)	Eukaryota	Amanita muscaria Koide BX008	k__Eukaryota	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Amanitaceae	g__Amanita	s__Amanita muscaria
9755	UP000248484	Physeter macrocephalus	Eukaryota	Physeter catodon	k__Eukaryota	p__Chordata	c__Mammalia	o__Artiodactyla	f__Physeteridae	g__Physeter	s__Physeter catodon
63057	UP000237000	Trema orientale	Eukaryota	Trema orientale	k__Eukaryota	p__Streptophyta	c__Magnoliopsida	o__Rosales	f__Cannabaceae	g__Trema	s__Trema orientale
515849	UP000001197	Podospora anserina (strain S / ATCC MYA-4624 / DSM 980 / FGSC 10383)	Eukaryota	Podospora anserina S mat+	k__Eukaryota	p__Ascomycota	c__Sordariomycetes	o__Sordariales	f__Podosporaceae	g__Podospora	s__Podospora anserina
13249	UP000015103	Rhodnius prolixus	Eukaryota	Rhodnius prolixus	k__Eukaryota	p__Arthropoda	c__Insecta	o__Hemiptera	f__Reduviidae	g__Rhodnius	s__Rhodnius prolixus
1314781	UP000077266	Exidia glandulosa HHB12029	Eukaryota	Exidia glandulosa HHB12029	k__Eukaryota	p__Basidiomycota	c__Agaricomycetes	o__Auriculariales	f__Exidiaceae	g__Exidia	s__Exidia glandulosa
205130	UP000261640	Mastacembelus armatus	Eukaryota	Mastacembelus armatus	k__Eukaryota	p__Chordata	c__Actinopteri	o__Synbranchiformes	f__Mastacembelidae	g__Mastacembelus	s__Mastacembelus armatus
361077	UP000076078	Tieghemostelium lacteum	Eukaryota	Tieghemostelium lacteum	k__Eukaryota	p__Evosea	c__Eumycetozoa	o__Dictyosteliales	f__Raperosteliaceae	g__Tieghemostelium	s__Tieghemostelium lacteum
3775	UP000187406	Cephalotus follicularis	Eukaryota	Cephalotus follicularis	k__Eukaryota	p__Streptophyta	c__Magnoliopsida	o__Oxalidales	f__Cephalotaceae	g__Cephalotus	s__Cephalotus follicularis
1037660	UP000027361	Tilletiaria anomala (strain ATCC 24038 / CBS 436.72 / UBC 951)	Eukaryota	Tilletiaria anomala UBC 951	k__Eukaryota	p__Basidiomycota	c__Exobasidiomycetes	o__Georgefischeriales	f__Tilletiariaceae	g__Tilletiaria	s__Tilletiaria anomala
763407	UP000077315	Phycomyces blakesleeanus (strain ATCC 8743b / DSM 1359 / FGSC 10004 / NBRC 33097 / NRRL 1555)	Eukaryota	Phycomyces blakesleeanus NRRL 1555(-)	k__Eukaryota	p__Mucoromycota	c__Mucoromycetes	o__Mucorales	f__Phycomycetaceae	g__Phycomyces	s__Phycomyces blakesleeanus
4182	UP000504604	Sesamum indicum	Eukaryota	Sesamum indicum	k__Eukaryota	p__Streptophyta	c__Magnoliopsida	o__Lamiales	f__Pedaliaceae	g__Sesamum	s__Sesamum indicum
106004	UP000193467	Leucosporidium creatinivorum	Eukaryota	Leucosporidium creatinivorum	k__Eukaryota	p__Basidiomycota	c__Microbotryomycetes	o__Leucosporidiales	f__Leucosporidiaceae	g__Leucosporidium	s__Leucosporidium creatinivorum
13706	UP000242180	Syncephalastrum racemosum	Eukaryota	Syncephalastrum racemosum	k__Eukaryota	p__Mucoromycota	c__Mucoromycetes	o__Mucorales	f__Syncephalastraceae	g__Syncephalastrum	s__Syncephalastrum racemosum
3562	UP000054095	Spinacia oleracea	Eukaryota	Spinacia oleracea	k__Eukaryota	p__Streptophyta	c__Magnoliopsida	o__Caryophyllales	f__Chenopodiaceae	g__Spinacia	s__Spinacia oleracea
1314785	UP000076871	Laetiporus sulphureus 93-53	Eukaryota	Laetiporus sulphureus 93-53	k__Eukaryota	p__Basidiomycota	c__Agaricomycetes	o__Polyporales	f__Laetiporaceae	g__Laetiporus	s__Laetiporus sulphureus
30538	UP000504605	Vicugna pacos	Eukaryota	Vicugna pacos	k__Eukaryota	p__Chordata	c__Mammalia	o__Artiodactyla	f__Camelidae	g__Vicugna	s__Vicugna pacos
38626	UP000515140	Phascolarctos cinereus	Eukaryota	Phascolarctos cinereus	k__Eukaryota	p__Chordata	c__Mammalia	o__Diprotodontia	f__Phascolarctidae	g__Phascolarctos	s__Phascolarctos cinereus
1358809	UP000014978	Spraguea lophii (strain 42_110)	Eukaryota	Spraguea lophii 42_110	k__Eukaryota	p__Microsporidia	c__unclassified Microsporidia class	o__unclassified Microsporidia order	f__Spraguidae	g__Spraguea	s__Spraguea lophii
224129	UP000192223	Agrilus planipennis	Eukaryota	Agrilus planipennis	k__Eukaryota	p__Arthropoda	c__Insecta	o__Coleoptera	f__Buprestidae	g__Agrilus	s__Agrilus planipennis
29144	UP000504632	Chanos chanos	Eukaryota	Chanos chanos	k__Eukaryota	p__Chordata	c__Actinopteri	o__Gonorynchiformes	f__Chanidae	g__Chanos	s__Chanos chanos
8187	UP000314980	Lates calcarifer	Eukaryota	Lates calcarifer	k__Eukaryota	p__Chordata	c__Actinopteri	o__unclassified Actinopteri order	f__Centropomidae	g__Lates	s__Lates calcarifer
52670	UP000192220	Austrofundulus limnaeus	Eukaryota	Austrofundulus limnaeus	k__Eukaryota	p__Chordata	c__Actinopteri	o__Cyprinodontiformes	f__Rivulidae	g__Austrofundulus	s__Austrofundulus limnaeus
2082308	UP000243797	Sphaceloma murrayae	Eukaryota	Sphaceloma murrayae	k__Eukaryota	p__Ascomycota	c__Dothideomycetes	o__Myriangiales	f__Elsinoaceae	g__Sphaceloma	s__Sphaceloma murrayae
1507870	UP000192596	Rachicladosporium antarcticum	Eukaryota	Cryoendolithus antarcticus	k__Eukaryota	p__Ascomycota	c__Dothideomycetes	o__Cladosporiales	f__Cladosporiaceae	g__Cryoendolithus	s__Cryoendolithus antarcticus
343691	UP000594454	Hermetia illucens	Eukaryota	Hermetia illucens	k__Eukaryota	p__Arthropoda	c__Insecta	o__Diptera	f__Stratiomyidae	g__Hermetia	s__Hermetia illucens
244447	UP000265120	Cynoglossus semilaevis	Eukaryota	Cynoglossus semilaevis	k__Eukaryota	p__Chordata	c__Actinopteri	o__Pleuronectiformes	f__Cynoglossidae	g__Cynoglossus	s__Cynoglossus semilaevis
375764	UP000472271	Sphaeramia orbicularis	Eukaryota	Sphaeramia orbicularis	k__Eukaryota	p__Chordata	c__Actinopteri	o__Kurtiformes	f__Apogonidae	g__Sphaeramia	s__Sphaeramia orbicularis
503106	UP000242519	Marssonina coronariae	Eukaryota	Marssonina coronariae	k__Eukaryota	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Dermateaceae	g__Marssonina	s__Marssonina coronariae
27457	UP000504616	Bactrocera dorsalis	Eukaryota	Bactrocera dorsalis	k__Eukaryota	p__Arthropoda	c__Insecta	o__Diptera	f__Tephritidae	g__Bactrocera	s__Bactrocera dorsalis
1141098	UP000193689	Pseudomassariella vexata	Eukaryota	Pseudomassariella vexata	k__Eukaryota	p__Ascomycota	c__Sordariomycetes	o__Xylariales	f__Pseudomassariaceae	g__Pseudomassariella	s__Pseudomassariella vexata
56723	UP000261660	Labrus bergylta	Eukaryota	Labrus bergylta	k__Eukaryota	p__Chordata	c__Actinopteri	o__Labriformes	f__Labridae	g__Labrus	s__Labrus bergylta
2025994	UP000241462	Coniella lustricola	Eukaryota	Coniella lustricola	k__Eukaryota	p__Ascomycota	c__Sordariomycetes	o__Diaporthales	f__Schizoparmaceae	g__Coniella	s__Coniella lustricola
1354746	UP000031056	Ordospora colligata OC4	Eukaryota	Ordospora colligata OC4	k__Eukaryota	p__Microsporidia	c__unclassified Microsporidia class	o__unclassified Microsporidia order	f__Ordosporidae	g__Ordospora	s__Ordospora colligata
8175	UP000472265	Sparus aurata	Eukaryota	Sparus aurata	k__Eukaryota	p__Chordata	c__Actinopteri	o__Spariformes	f__Sparidae	g__Sparus	s__Sparus aurata
100226	UP000001973	Streptomyces coelicolor (strain ATCC BAA-471 / A3(2) / M145)	Bacteria	Streptomyces coelicolor A3(2)	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Kitasatosporales	f__Streptomycetaceae	g__Streptomyces	s__Streptomyces coelicolor
1111708	UP000001425	Synechocystis sp. (strain PCC 6803 / Kazusa)	Bacteria	Synechocystis sp. PCC 6803 substr. Kazusa	k__Bacteria	p__Cyanobacteriota	c__Cyanophyceae	o__Synechococcales	f__Merismopediaceae	g__Synechocystis	s__Synechocystis sp. PCC 6803
83332	UP000001584	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	Bacteria	Mycobacterium tuberculosis H37Rv	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Mycobacteriales	f__Mycobacteriaceae	g__Mycobacterium	s__Mycobacterium tuberculosis
189518	UP000001408	Leptospira interrogans serogroup Icterohaemorrhagiae serovar Lai (strain 56601)	Bacteria	Leptospira interrogans serovar Lai str. 56601	k__Bacteria	p__Spirochaetota	c__Spirochaetia	o__Leptospirales	f__Leptospiraceae	g__Leptospira	s__Leptospira interrogans
190304	UP000002521	Fusobacterium nucleatum subsp. nucleatum (strain ATCC 25586 / DSM 15643 / BCRC 10681 / CIP 101130 / JCM 8532 / KCTC 2640 / LMG 13131 / VPI 4355)	Bacteria	Fusobacterium nucleatum subsp. nucleatum ATCC 25586	k__Bacteria	p__Fusobacteriota	c__Fusobacteriia	o__Fusobacteriales	f__Fusobacteriaceae	g__Fusobacterium	s__Fusobacterium nucleatum
208964	UP000002438	Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)	Bacteria	Pseudomonas aeruginosa PAO1	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas	s__Pseudomonas aeruginosa
224308	UP000001570	Bacillus subtilis (strain 168)	Bacteria	Bacillus subtilis subsp. subtilis str. 168	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Bacillus	s__Bacillus subtilis
224324	UP000000798	Aquifex aeolicus (strain VF5)	Bacteria	Aquifex aeolicus VF5	k__Bacteria	p__Aquificota	c__Aquificia	o__Aquificales	f__Aquificaceae	g__Aquifex	s__Aquifex aeolicus
224911	UP000002526	Bradyrhizobium diazoefficiens (strain JCM 10833 / BCRC 13528 / IAM 13628 / NBRC 14792 / USDA 110)	Bacteria	Bradyrhizobium diazoefficiens USDA 110	k__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Hyphomicrobiales	f__Nitrobacteraceae	g__Bradyrhizobium	s__Bradyrhizobium diazoefficiens
226186	UP000001414	Bacteroides thetaiotaomicron (strain ATCC 29148 / DSM 2079 / JCM 5827 / CCUG 10774 / NCTC 10582 / VPI-5482 / E50)	Bacteria	Bacteroides thetaiotaomicron VPI-5482	k__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	s__Bacteroides thetaiotaomicron
243090	UP000001025	Rhodopirellula baltica (strain DSM 10527 / NCIMB 13988 / SH1)	Bacteria	Rhodopirellula baltica SH 1	k__Bacteria	p__Planctomycetota	c__Planctomycetia	o__Pirellulales	f__Pirellulaceae	g__Rhodopirellula	s__Rhodopirellula baltica
243230	UP000002524	Deinococcus radiodurans (strain ATCC 13939 / DSM 20539 / JCM 16871 / LMG 4051 / NBRC 15346 / NCIMB 9279 / R1 / VKM B-1422)	Bacteria	Deinococcus radiodurans R1 = ATCC 13939 = DSM 20539	k__Bacteria	p__Deinococcota	c__Deinococci	o__Deinococcales	f__Deinococcaceae	g__Deinococcus	s__Deinococcus radiodurans
243231	UP000000577	Geobacter sulfurreducens (strain ATCC 51573 / DSM 12127 / PCA)	Bacteria	Geobacter sulfurreducens PCA	k__Bacteria	p__Thermodesulfobacteriota	c__Desulfuromonadia	o__Geobacterales	f__Geobacteraceae	g__Geobacter	s__Geobacter sulfurreducens
243274	UP000008183	Thermotoga maritima (strain ATCC 43589 / DSM 3109 / JCM 10099 / NBRC 100826 / MSB8)	Bacteria	Thermotoga maritima MSB8	k__Bacteria	p__Thermotogota	c__Thermotogae	o__Thermotogales	f__Thermotogaceae	g__Thermotoga	s__Thermotoga maritima
251221	UP000000557	Gloeobacter violaceus (strain ATCC 29082 / PCC 7421)	Bacteria	Gloeobacter violaceus PCC 7421	k__Bacteria	p__Cyanobacteriota	c__Cyanophyceae	o__Gloeobacterales	f__Gloeobacteraceae	g__Gloeobacter	s__Gloeobacter violaceus
272561	UP000000431	Chlamydia trachomatis (strain D/UW-3/Cx)	Bacteria	Chlamydia trachomatis D/UW-3/CX	k__Bacteria	p__Chlamydiota	c__Chlamydiia	o__Chlamydiales	f__Chlamydiaceae	g__Chlamydia	s__Chlamydia trachomatis
289376	UP000000718	Thermodesulfovibrio yellowstonii (strain ATCC 51303 / DSM 11347 / YP87)	Bacteria	Thermodesulfovibrio yellowstonii DSM 11347	k__Bacteria	p__Nitrospirota	c__Thermodesulfovibrionia	o__Thermodesulfovibrionales	f__Thermodesulfovibrionaceae	g__Thermodesulfovibrio	s__Thermodesulfovibrio yellowstonii
324602	UP000002008	Chloroflexus aurantiacus (strain ATCC 29366 / DSM 635 / J-10-fl)	Bacteria	Chloroflexus aurantiacus J-10-fl	k__Bacteria	p__Chloroflexota	c__Chloroflexia	o__Chloroflexales	f__Chloroflexaceae	g__Chloroflexus	s__Chloroflexus aurantiacus
515635	UP000007719	Dictyoglomus turgidum (strain DSM 6724 / Z-1310)	Bacteria	Dictyoglomus turgidum DSM 6724	k__Bacteria	p__Dictyoglomota	c__Dictyoglomia	o__Dictyoglomales	f__Dictyoglomaceae	g__Dictyoglomus	s__Dictyoglomus turgidum
83333	UP000000625	Escherichia coli (strain K12)	Bacteria	Escherichia coli K-12	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Escherichia	s__Escherichia coli
