raw_protein1	raw_protein2	mapped_A	mapped_B	keep_edge	drop_reason	combined_score	coexpression	experimental	database
7227.FBpp0070001	7227.FBpp0309595	FBgn0031085	FBgn0040362	True		267	267	0	0
7227.FBpp0070001	7227.FBpp0081102	FBgn0031085	FBgn0051501	True		179	179	0	0
7227.FBpp0070001	7227.FBpp0289454	FBgn0031085		False	unmapped_B	175	175	0	0
7227.FBpp0070001	7227.FBpp0075722	FBgn0031085		False	unmapped_B	206	206	0	0
7227.FBpp0070001	7227.FBpp0086228	FBgn0031085	FBgn0015584	True		175	175	0	0
7227.FBpp0070001	7227.FBpp0309160	FBgn0031085		False	unmapped_B	242	243	0	0
7227.FBpp0070001	7227.FBpp0082752	FBgn0031085	FBgn0038445	True		290	291	0	0
7227.FBpp0070001	7227.FBpp0080348	FBgn0031085		False	unmapped_B	304	304	0	0
7227.FBpp0070001	7227.FBpp0083090	FBgn0031085	FBgn0051226	True		234	234	0	0
7227.FBpp0070001	7227.FBpp0289145	FBgn0031085	FBgn0039077	True		202	202	0	0
7227.FBpp0070001	7227.FBpp0300322	FBgn0031085	FBgn0052106	True		175	176	0	0
7227.FBpp0070001	7227.FBpp0082368	FBgn0031085	FBgn0038208	True		493	493	0	0
7227.FBpp0070001	7227.FBpp0304468	FBgn0031085	FBgn0051542	True		468	468	0	0
7227.FBpp0070001	7227.FBpp0082012	FBgn0031085	FBgn0037985	True		384	384	0	0
7227.FBpp0070001	7227.FBpp0078229	FBgn0031085	FBgn0052462	True		173	174	0	0
7227.FBpp0070001	7227.FBpp0082809	FBgn0031085	FBgn0038458	True		188	188	0	0
7227.FBpp0070001	7227.FBpp0077384	FBgn0031085	FBgn0031444	True		171	171	0	0
7227.FBpp0070001	7227.FBpp0111638	FBgn0031085		False	unmapped_B	225	226	0	0
7227.FBpp0070001	7227.FBpp0081198	FBgn0031085		False	unmapped_B	377	377	0	0
7227.FBpp0070001	7227.FBpp0077406	FBgn0031085	FBgn0031462	True		242	243	0	0
7227.FBpp0070001	7227.FBpp0079243	FBgn0031085		False	unmapped_B	175	176	0	0
7227.FBpp0070001	7227.FBpp0070508	FBgn0031085	FBgn0029658	True		217	217	0	0
7227.FBpp0070001	7227.FBpp0310283	FBgn0031085	FBgn0028913	True		261	261	0	0
7227.FBpp0070001	7227.FBpp0084935	FBgn0031085	FBgn0039752	True		228	229	0	0
7227.FBpp0070001	7227.FBpp0073944	FBgn0031085	FBgn0030721	True		175	175	0	0
7227.FBpp0070001	7227.FBpp0311931	FBgn0031085	FBgn0037888	True		199	199	0	0
7227.FBpp0070001	7227.FBpp0081399	FBgn0031085	FBgn0037626	True		198	198	0	0
7227.FBpp0070001	7227.FBpp0080445	FBgn0031085	FBgn0086907	True		290	291	0	0
7227.FBpp0070001	7227.FBpp0111281	FBgn0031085		False	unmapped_B	202	202	0	0
