Gene,Cytoplasm,Nucleus,Mitochondrion,Cell membrane,Cytoskeleton,Ribosome,Endoplasmic reticulum,Secreted,Vacuole,Peroxisome,Golgi,Endosome,Lysosome
S000002451,1,1,1,1,0,1,1,1,1,1,0,0,0
S000000653,1,1,1,1,1,1,0,0,1,1,0,0,0
S000007455,1,1,1,1,1,1,1,1,0,0,0,0,0
S000004375,1,1,1,1,1,1,0,0,0,0,0,0,0
S000002368,1,1,1,1,1,0,1,1,0,1,1,0,1
S000003261,1,1,1,1,1,1,1,1,1,1,1,0,1
S000003538,1,1,1,1,1,1,1,0,1,0,0,0,0
S000003773,1,1,1,1,0,0,1,1,1,1,1,0,0
S000000358,1,1,1,1,1,1,1,1,0,0,0,0,0
S000005165,1,1,1,0,0,1,0,0,0,1,0,0,0
S000000233,1,1,1,1,1,1,1,1,1,1,1,1,0
S000005776,1,1,0,1,1,1,0,1,0,1,0,0,0
S000006390,1,1,1,1,1,1,0,1,0,0,0,0,0
S000005337,1,1,0,0,0,1,0,0,0,0,0,0,0
S000005188,1,1,1,1,1,1,0,1,1,1,0,0,0
S000004840,1,1,1,1,1,1,1,0,0,0,0,0,0
S000002175,1,1,1,1,1,1,1,1,1,1,1,0,0
S000001404,1,1,1,1,1,1,1,1,1,0,0,0,1
S000004095,1,1,1,1,0,1,1,0,0,1,1,0,0
S000005191,1,1,1,1,0,1,1,1,0,1,0,0,0
S000005600,1,1,1,1,1,1,1,1,1,1,1,0,1
S000004239,1,1,1,1,1,1,1,1,1,1,1,1,1
S000004901,1,1,1,0,0,1,0,0,0,0,0,0,0
S000006373,1,1,1,0,0,1,1,0,0,0,0,0,0
S000001572,0,1,0,0,1,0,0,0,1,0,0,0,0
S000028421,1,1,1,0,1,0,1,0,0,1,0,0,0
S000003377,1,1,1,1,0,1,0,0,0,0,0,0,0
S000005642,1,1,1,1,1,1,0,1,0,0,0,0,0
S000004107,1,1,0,0,1,1,0,0,0,0,0,0,0
S000006365,1,1,0,1,1,1,1,1,1,0,0,0,0
S000003008,1,1,1,1,1,1,1,1,1,1,0,0,1
S000003545,1,1,1,1,1,1,1,1,1,1,0,1,1
S000000458,1,1,0,1,1,0,1,1,1,0,1,1,1
S000004757,1,1,1,1,0,1,1,1,1,0,1,0,0
S000006158,1,1,1,1,1,1,1,1,1,0,0,0,1
S000003066,1,1,1,1,1,1,1,1,1,1,1,1,1
S000004947,1,1,1,1,1,1,1,1,1,0,0,0,1
S000002616,1,1,1,1,1,1,1,1,1,0,1,1,0
S000001288,1,1,1,1,1,1,0,1,1,0,0,0,0
S000004185,1,1,1,1,1,1,1,1,1,1,1,1,1
S000005386,1,1,1,1,1,1,1,1,1,1,1,1,0
S000005499,1,1,1,1,1,1,1,1,1,1,1,1,1
S000005787,1,1,1,1,1,1,1,1,1,0,1,1,1
S000001518,1,1,1,1,1,1,1,1,1,1,1,1,1
S000005868,1,1,1,1,1,1,1,1,1,0,0,0,0
S000004078,1,1,1,1,0,0,1,1,1,0,1,1,1
S000000208,1,1,1,1,0,0,1,1,0,0,1,0,0
S000003123,1,1,1,1,1,0,1,0,0,0,1,0,0
S000002773,1,1,0,1,1,1,0,1,0,0,0,0,0
S000003306,1,1,1,1,1,1,1,0,0,0,0,0,0
S000001624,1,1,1,1,1,1,1,1,1,1,0,0,0
S000004873,1,1,1,1,1,1,0,1,0,0,0,0,0
S000002266,1,1,1,1,1,1,1,1,0,1,0,0,0
S000002862,1,1,1,1,1,1,1,1,1,1,0,0,1
S000005126,1,1,1,1,1,1,0,0,0,1,0,1,0
S000003360,1,1,1,0,0,1,0,0,0,1,0,0,0
S000005107,1,1,1,0,1,1,1,0,0,0,0,0,0
S000005856,1,1,0,1,1,0,0,0,1,0,1,1,0
S000004883,1,1,0,0,1,1,0,0,0,0,0,0,0
S000005862,1,1,1,1,1,1,1,1,0,0,1,1,0
S000003256,1,1,1,0,1,0,0,0,0,1,0,0,0
S000004558,1,1,1,1,1,1,0,0,0,0,0,0,0
S000004016,1,1,1,1,1,1,1,1,1,1,1,1,1
S000006004,1,1,1,1,0,1,1,0,0,0,0,0,0
S000002448,1,1,1,0,0,1,0,0,0,0,0,0,0
S000005207,1,1,0,1,1,0,1,0,1,1,1,1,1
S000002323,1,1,1,1,1,1,0,1,0,0,0,0,0
S000005462,1,1,1,1,0,1,1,0,0,0,0,0,0
S000003216,1,1,1,1,1,0,1,0,1,0,1,1,1
S000001655,1,1,1,1,1,1,0,1,0,0,0,0,0
S000002918,1,1,1,1,1,1,1,1,1,1,1,1,1
S000001947,1,1,1,1,1,0,1,1,1,0,1,1,1
S000003739,1,1,1,0,0,1,0,1,0,0,0,0,0
S000006369,1,1,1,1,1,1,1,1,1,1,1,1,1
S000000397,1,1,1,1,1,1,0,0,0,0,0,0,0
S000003388,1,1,1,0,1,1,0,1,0,0,0,0,0
S000004093,1,1,1,1,1,1,1,1,0,0,0,0,0
S000001541,1,1,1,0,1,0,0,0,0,0,0,0,0
S000001112,1,1,1,1,1,1,0,0,0,0,1,0,0
S000001710,1,1,1,1,1,1,1,1,0,0,0,0,0
S000004308,1,1,1,1,1,1,0,0,0,1,0,0,0
S000005621,1,1,1,1,0,1,0,1,0,1,1,0,0
S000006132,1,1,1,1,1,1,0,1,0,0,0,0,0
S000000396,1,1,1,1,0,1,0,0,1,1,0,0,0
S000000461,1,1,1,0,0,1,0,0,0,0,0,0,0
S000000758,1,1,1,1,1,1,1,1,0,0,0,0,0
S000003562,1,1,1,1,1,1,0,0,0,1,0,0,0
S000002166,1,1,1,1,1,0,0,1,1,1,0,0,1
S000002609,1,1,0,0,1,0,0,0,0,0,0,0,0
S000000825,1,1,1,1,1,1,1,1,1,1,0,0,0
S000002646,1,1,1,1,1,1,1,1,1,1,1,1,1
S000001266,1,1,1,1,1,1,1,1,1,0,1,1,1
S000003079,1,1,1,0,1,1,0,0,0,1,0,0,0
S000003766,1,1,1,1,1,0,0,0,0,1,0,0,0
S000001675,1,1,1,1,1,1,1,1,0,1,1,0,0
S000001776,1,1,1,1,1,0,1,1,1,1,1,1,1
S000006380,1,1,1,1,1,1,1,0,1,1,1,1,1
S000004289,1,1,1,1,1,1,1,0,0,0,0,0,0
S000003572,1,1,1,1,1,1,0,1,0,1,1,0,0
S000005785,1,1,1,1,1,1,1,1,1,0,1,1,1
S000006372,1,1,1,1,1,1,0,0,0,0,0,0,0
S000001578,1,1,0,0,0,1,0,1,0,0,0,0,0
S000005487,1,1,1,1,1,1,1,1,1,1,1,1,1
S000001323,1,1,1,1,1,1,1,1,0,0,0,0,0
S000002574,1,1,1,1,1,1,1,1,1,0,0,0,0
S000000327,1,1,1,1,1,1,1,1,1,0,0,0,0
S000004106,1,1,1,1,1,1,1,0,0,0,0,0,0
S000005321,1,1,0,0,1,1,0,1,0,0,0,0,0
S000005671,1,1,1,1,1,1,1,1,0,0,0,0,1
S000001676,1,1,1,1,1,1,1,1,1,0,0,1,0
S000002488,1,1,1,1,1,0,1,1,1,0,0,0,1
S000002820,1,1,1,0,0,1,0,0,0,0,0,0,0
S000004926,1,1,1,1,1,1,1,1,0,0,0,0,0
S000007595,1,1,1,1,1,0,0,0,0,0,0,0,0
S000004023,1,1,0,0,1,1,0,0,0,0,1,0,0
S000006125,1,1,1,1,1,1,1,1,1,1,1,1,1
S000006239,1,1,1,1,1,1,1,1,1,1,1,1,1
S000004122,1,1,1,0,0,1,0,0,0,0,0,0,0
S000001487,1,1,1,1,1,1,1,1,1,1,1,1,1
S000002736,1,1,1,1,1,1,1,1,1,1,1,1,1
S000005846,1,1,0,0,0,1,0,0,0,0,0,0,0
S000001212,1,1,1,1,0,1,0,0,0,0,0,0,0
S000000949,1,1,0,1,1,1,0,0,0,1,0,0,0
S000002187,1,1,1,1,1,1,1,1,1,0,1,1,1
S000005032,1,1,1,1,1,1,1,1,1,0,0,0,0
S000002868,1,1,0,1,1,1,0,0,0,0,0,0,0
S000002307,1,1,1,1,1,1,0,0,0,0,0,0,0
S000002222,1,1,1,1,1,1,1,1,1,1,1,1,1
S000003621,1,1,1,1,1,0,1,1,1,1,1,1,1
S000004205,1,1,0,1,1,1,1,0,0,0,0,0,0
S000005837,1,1,1,1,1,1,1,1,1,0,0,0,1
S000002242,1,1,1,1,1,1,1,1,0,1,0,0,0
S000001504,1,1,1,0,0,1,1,0,0,0,1,0,0
S000005677,1,1,1,1,1,1,1,1,1,0,1,0,0
S000004019,1,1,1,1,0,1,1,1,1,1,0,0,0
S000005700,1,1,1,1,1,1,0,0,0,0,0,0,0
S000001628,1,1,1,1,1,1,1,1,1,1,0,0,1
S000002696,1,1,0,1,1,1,0,0,0,1,0,0,0
S000002188,1,1,0,0,0,0,0,0,0,0,0,0,0
S000001496,1,1,1,1,1,0,0,1,1,0,0,1,1
S000002604,1,1,1,1,0,0,1,1,1,1,0,0,0
S000001582,1,1,0,0,0,1,0,0,0,0,0,0,0
S000004153,1,1,1,1,1,1,1,1,1,1,1,1,1
S000005095,1,1,1,0,1,1,0,0,0,0,0,0,0
S000003060,1,1,1,1,1,1,1,1,0,0,1,0,0
S000001337,1,1,1,1,1,1,0,1,1,1,0,0,0
S000003568,1,1,1,0,0,0,0,0,0,1,0,0,0
S000004718,1,1,0,0,0,0,0,0,0,1,0,0,0
S000005329,1,1,1,1,1,1,0,0,0,0,0,0,0
S000003512,1,1,1,1,0,1,0,0,0,0,0,0,0
S000004041,1,1,1,0,0,1,0,0,0,0,0,0,0
S000005490,1,1,1,1,1,1,1,1,1,0,1,1,0
S000001561,1,1,1,1,1,1,0,1,0,1,0,0,0
S000003934,1,1,1,1,0,1,1,0,0,0,0,0,0
S000001779,1,1,1,1,1,1,1,1,1,0,0,0,0
S000005572,1,1,1,1,1,1,1,1,1,1,1,1,1
S000002299,1,1,1,1,1,1,1,1,1,0,0,0,0
S000003292,1,1,1,1,1,1,1,1,1,1,1,1,1
S000001924,1,1,1,1,1,1,1,1,1,1,1,1,1
S000001587,1,1,1,1,1,1,1,1,1,1,1,0,1
S000004596,1,1,1,1,1,1,1,0,1,1,0,0,0
S000000036,1,1,1,1,1,1,1,1,1,1,1,1,1
S000005457,1,1,1,1,0,1,0,0,1,1,1,0,0
S000001528,1,1,1,1,1,1,0,1,0,0,0,0,0
S000005502,1,1,0,1,1,1,1,1,0,0,0,0,0
S000004449,1,1,0,1,1,0,1,0,0,0,0,0,0
S000003829,1,1,1,1,1,1,1,0,1,0,0,0,0
S000005997,1,1,0,1,0,0,1,0,0,0,1,0,0
S000004143,1,1,1,1,1,1,1,1,1,1,1,0,1
S000003348,1,1,1,1,1,1,1,1,0,0,0,0,0
S000003612,1,1,1,1,1,1,0,0,1,0,0,0,0
S000001857,1,1,1,1,1,1,1,1,1,1,1,1,1
S000001501,1,1,1,1,1,1,1,0,0,0,0,0,0
S000002494,1,1,1,0,0,1,0,0,1,0,0,0,0
S000001281,1,1,1,1,1,1,0,0,0,0,0,0,0
S000005006,1,1,1,0,1,1,0,0,0,0,1,0,0
S000006223,1,1,1,1,1,1,0,1,0,0,0,0,0
S000003477,1,1,1,1,1,1,0,1,0,0,0,0,0
S000006341,1,1,1,0,0,1,0,0,0,0,0,0,0
S000002577,1,1,1,1,1,1,1,1,1,1,1,1,1
S000002881,1,1,1,1,1,1,1,1,1,1,0,1,0
S000006131,1,1,1,1,0,1,1,1,0,0,0,0,0
S000003245,1,1,1,0,0,0,0,0,0,0,0,0,0
S000000193,1,1,0,1,1,1,0,1,0,0,0,0,0
S000000845,1,1,1,1,0,1,1,1,1,1,0,0,0
S000002306,1,1,1,1,1,1,1,1,1,0,0,1,1
S000004061,1,1,0,1,1,1,0,1,0,1,1,0,0
S000001409,1,1,1,1,1,1,1,1,1,1,1,1,1
S000000784,1,1,1,1,1,1,1,1,1,1,1,1,0
S000000631,1,1,1,1,1,1,0,1,0,0,0,0,0
S000001391,1,1,1,1,1,1,0,1,1,0,0,1,0
S000003548,1,1,1,0,1,1,0,0,0,0,0,0,0
S000004105,1,1,1,1,1,1,0,1,1,1,0,1,1
S000004833,1,1,1,1,0,0,1,1,1,1,1,1,0
S000003113,1,1,0,1,1,0,1,0,1,0,1,1,1
S000005694,1,1,1,1,1,1,0,1,0,1,0,0,0
S000002805,1,1,1,0,1,1,0,0,0,0,0,1,0
S000000820,1,1,1,0,1,0,1,0,0,1,0,0,0
S000004332,1,1,1,1,1,1,1,1,1,0,1,1,0
S000004853,1,1,1,0,0,1,0,0,0,0,0,0,0
S000004370,1,1,1,1,1,1,1,1,1,1,1,1,1
S000000815,1,1,1,1,1,1,0,0,0,0,0,0,0
S000005381,1,1,1,1,1,1,1,1,1,0,0,0,0
S000002998,1,1,1,1,1,1,1,0,0,1,0,0,0
S000006096,1,1,1,1,0,0,1,1,0,1,0,0,0
S000002467,1,1,1,0,1,1,0,0,0,0,0,0,0
S000004663,1,1,1,0,0,1,0,0,0,0,0,0,0
S000002649,1,1,1,1,0,0,1,1,0,1,0,0,0
S000003105,1,1,1,1,1,0,1,1,1,1,1,1,1
S000003762,1,1,1,0,0,1,0,0,0,0,0,0,0
S000000172,1,1,1,1,1,1,1,1,0,0,0,0,0
S000004301,1,1,1,1,1,1,1,1,1,1,1,1,1
S000007618,1,1,1,1,1,1,1,0,1,0,0,1,1
S000003418,1,1,1,1,1,1,1,0,0,0,1,0,0
S000003807,1,1,1,1,1,1,1,1,1,1,0,0,0
S000003417,1,1,1,1,1,1,1,1,1,1,0,0,1
S000000122,1,1,1,1,1,1,1,0,1,0,0,0,0
S000006384,1,1,0,1,1,1,0,0,0,0,0,0,0
S000002312,1,1,0,1,1,1,0,1,0,0,0,0,0
S000005195,1,1,1,1,1,1,1,1,0,0,0,0,0
S000004470,1,1,1,1,1,1,1,1,0,0,0,0,0
S000004137,1,1,1,1,1,1,0,1,0,0,0,0,0
S000001791,1,1,1,1,1,0,0,0,0,1,0,0,0
S000000137,1,1,1,1,1,1,1,1,1,1,1,1,1
S000004890,1,1,1,1,1,1,0,0,0,0,0,0,0
S000003884,1,1,1,1,1,1,1,1,1,0,0,1,0
S000000648,1,1,0,1,1,0,0,0,0,0,0,0,0
S000000970,1,1,1,1,0,1,1,1,1,0,0,0,0
S000029704,1,1,1,0,1,0,0,0,0,0,0,0,0
S000004487,1,1,1,0,0,1,0,0,0,0,0,0,0
S000000100,1,1,0,1,0,1,0,0,0,0,0,0,0
S000002632,1,1,1,1,1,1,1,1,1,1,1,1,1
S000005211,1,1,1,1,1,1,1,1,1,1,1,1,1
S000004186,1,1,1,1,1,1,1,0,0,0,0,0,0
S000003806,1,1,1,1,1,1,1,1,1,1,0,0,1
S000000283,1,1,1,1,1,1,1,1,0,0,1,0,0
S000003169,1,1,1,1,1,1,0,1,0,1,0,0,0
S000001686,1,1,1,1,1,1,1,1,1,1,1,1,1
S000002309,1,1,1,1,1,1,0,1,0,0,0,0,0
S000002430,1,1,1,1,1,1,1,1,1,1,1,0,0
S000002454,1,1,1,1,1,1,1,1,1,1,1,1,1
S000002269,1,1,1,1,1,1,0,1,0,0,0,0,0
S000001712,1,1,1,1,0,1,0,0,0,1,0,0,0
S000000451,1,1,1,1,1,1,0,1,0,0,0,0,0
S000004738,1,1,1,0,1,1,0,0,1,1,0,0,0
S000000827,1,1,1,1,1,1,1,0,0,0,0,0,0
S000004735,1,1,1,1,1,1,0,0,0,0,0,0,0
S000003118,1,1,0,0,0,1,0,0,0,0,0,0,0
S000003485,1,1,1,1,1,1,1,0,1,1,0,0,0
S000000838,1,1,1,1,0,1,0,0,1,1,0,0,0
S000002824,1,1,0,0,0,1,0,1,0,0,1,0,0
S000005730,1,1,1,1,1,1,1,1,1,1,0,1,1
S000005928,1,1,1,0,1,1,0,0,0,0,1,0,0
S000001565,1,1,0,0,1,1,0,0,0,0,0,0,0
S000004507,1,1,1,1,1,1,0,0,0,0,0,0,0
S000003071,1,1,1,1,1,1,1,1,1,0,1,1,1
S000005636,1,1,1,0,1,0,0,0,0,0,0,0,0
S000005256,1,1,1,1,1,1,1,1,0,0,0,0,0
S000006149,1,1,1,1,1,1,1,0,1,0,0,1,0
S000003590,1,1,1,1,0,1,1,0,0,1,0,0,0
S000005949,1,1,1,1,1,1,1,1,1,1,1,1,0
S000003828,1,1,1,0,0,1,0,0,0,1,0,0,0
S000004951,1,1,1,1,1,1,1,1,1,1,1,1,1
S000006386,1,1,1,1,1,0,1,0,1,0,1,1,1
S000001870,1,1,0,1,1,1,1,1,0,0,0,0,0
S000002352,1,1,1,1,0,0,1,1,1,1,1,0,1
S000000831,1,1,1,1,1,1,0,1,0,0,0,0,0
S000001923,1,1,1,1,1,1,0,1,0,0,0,0,0
S000000356,1,1,0,0,0,1,0,0,0,0,0,0,0
S000001886,1,1,1,0,1,1,0,0,0,0,0,0,0
S000002640,1,1,1,1,1,1,1,1,1,1,1,0,1
S000005480,0,0,0,0,0,0,0,0,0,0,0,0,0
S000004265,1,1,1,1,1,1,0,0,0,0,0,0,0
S000006014,1,1,1,1,1,1,1,1,0,0,0,0,0
S000005370,1,1,1,1,1,1,0,0,0,0,0,0,0
S000002747,1,1,1,1,1,1,0,1,0,0,0,0,0
S000004076,1,1,1,1,1,1,0,0,0,0,0,0,0
S000004165,1,1,1,1,1,1,1,1,0,0,0,0,0
S000005853,1,1,1,1,1,1,1,1,1,1,1,1,1
S000003278,1,1,1,1,1,1,1,1,1,1,1,1,1
S000004219,1,1,1,1,1,1,1,1,1,1,1,1,1
S000004894,1,1,1,1,1,0,1,1,1,1,1,0,0
S000003640,1,1,1,1,0,1,1,1,0,1,0,0,0
S000028698,1,1,1,1,1,0,1,1,1,0,1,1,0
S000002457,1,1,1,1,1,1,1,1,1,1,1,1,1
S000000041,1,1,1,1,1,1,0,1,0,0,0,0,0
S000001532,1,1,1,1,1,1,1,1,1,1,0,0,0
S000003767,1,1,1,1,1,1,1,1,1,1,1,1,1
S000001412,1,1,1,1,1,1,1,1,0,0,0,0,0
S000006139,1,1,1,1,1,1,1,1,1,1,1,1,1
S000002371,1,1,1,1,1,1,1,1,1,1,1,1,1
S000005454,1,1,1,0,1,0,0,0,1,1,0,0,0
S000005530,1,1,1,0,1,1,0,0,0,0,0,0,0
S000006308,1,1,1,1,1,1,1,1,1,1,0,1,0
S000005932,1,1,1,0,0,1,1,1,1,0,0,0,0
S000001450,1,1,0,0,1,0,0,0,0,1,0,0,0
S000002590,1,1,1,1,1,0,1,1,1,0,1,1,1
S000000668,1,1,1,1,1,1,1,1,0,1,0,0,0
S000000359,1,1,1,1,1,1,0,1,1,0,1,0,0
S000005780,1,1,1,1,1,1,1,1,1,1,1,1,1
S000003853,1,1,1,1,0,0,0,0,0,0,0,1,0
S000005062,1,1,1,1,1,1,1,1,1,1,1,1,1
S000002711,1,1,1,1,1,1,1,0,0,0,0,0,0
S000000811,1,1,1,1,1,1,1,1,0,0,1,0,0
S000003709,1,1,0,0,1,1,0,0,0,0,0,0,0
S000005583,1,1,1,1,1,0,1,1,1,1,0,0,0
S000004699,1,1,1,0,0,1,0,0,0,1,1,0,0
S000003331,1,1,1,1,0,0,0,0,0,1,0,0,0
S000001637,1,1,1,1,1,1,1,1,1,1,1,1,1
S000003061,1,1,1,1,1,0,0,0,0,0,0,0,0
S000004176,1,1,1,1,1,1,1,1,1,0,1,0,0
S000005889,1,1,1,1,1,1,1,0,1,0,0,0,0
S000000313,1,1,1,1,1,1,1,1,1,1,1,1,1
S000002173,1,1,1,1,1,1,1,1,1,1,1,1,1
S000004981,1,1,1,1,1,1,1,1,1,0,0,0,0
S000000457,1,1,1,0,1,0,0,0,0,1,0,0,0
S000000745,1,1,1,1,1,1,1,0,1,0,0,0,0
S000005184,1,1,1,1,1,1,1,1,1,1,0,0,0
S000003335,1,1,1,1,1,1,1,1,0,0,0,0,0
S000002366,1,1,1,1,1,1,1,1,1,0,1,0,0
S000003234,1,1,1,1,1,1,1,1,0,0,0,0,0
S000002189,1,1,0,0,0,1,0,0,0,0,0,0,0
S000002880,1,1,1,1,1,1,1,1,1,0,1,1,1
S000006260,1,1,1,1,1,0,1,0,0,1,0,0,0
S000006309,1,1,1,1,1,0,1,1,1,1,1,1,1
S000000126,1,1,1,1,1,1,1,1,1,1,0,0,1
S000003140,1,1,1,1,1,1,1,1,1,0,1,1,0
S000005318,1,1,1,1,1,0,1,1,1,0,0,1,1
S000004542,1,1,1,1,1,0,1,1,1,0,1,1,1
S000001898,1,1,1,1,1,1,1,0,1,0,1,0,0
S000002498,1,1,1,1,1,1,1,1,1,1,1,0,1
S000003577,1,1,1,1,1,1,0,1,0,0,0,0,0
S000001635,1,1,1,1,1,1,1,1,1,1,0,1,1
S000003973,1,1,1,1,1,1,1,1,1,1,1,1,1
S000005589,1,1,1,1,1,1,1,1,1,0,0,0,0
S000003430,1,1,1,1,1,0,1,0,1,0,1,1,1
S000004313,1,1,0,0,1,0,0,0,0,0,0,0,0
S000004826,1,1,0,1,1,1,1,0,0,0,0,0,0
S000004582,1,1,0,1,1,1,1,0,0,0,0,0,0
S000003423,1,1,1,1,1,1,1,1,1,1,1,1,0
S000001672,1,1,0,1,1,0,0,1,0,0,0,1,0
S000001164,1,1,1,1,0,1,0,1,1,0,0,0,0
S000005707,1,1,1,1,1,1,1,1,1,1,1,1,1
S000005732,1,1,1,0,1,1,0,0,0,0,0,0,0
S000005897,1,1,1,1,1,1,1,1,1,1,1,1,1
S000005624,1,1,1,1,1,1,1,1,0,0,1,0,0
S000001849,1,1,1,1,1,1,1,1,1,0,1,0,0
S000000259,1,1,1,0,1,1,1,0,0,0,0,0,0
S000002775,1,1,1,1,1,0,1,0,1,0,1,1,0
S000002654,1,1,1,1,1,0,1,1,1,1,1,1,1
S000000030,1,1,1,1,0,1,0,0,0,0,0,0,0
S000001191,1,1,0,1,0,1,0,0,0,0,0,0,0
S000002688,1,1,1,1,1,1,0,1,0,1,0,0,0
S000004723,1,1,1,0,1,0,0,0,0,0,0,0,0
S000003941,1,1,1,0,1,1,0,0,0,0,0,0,0
S000000284,1,1,1,1,1,1,1,1,1,1,1,1,1
S000001771,1,1,1,0,0,1,0,0,0,0,0,0,0
S000006090,1,1,1,1,1,1,1,1,1,1,0,0,0
S000006337,1,1,0,1,1,1,1,0,0,0,0,0,0
S000003679,1,1,1,1,1,1,1,0,1,1,0,0,1
S000004530,1,1,1,1,1,1,0,0,0,0,0,0,0
S000001794,1,1,1,1,1,1,0,1,0,0,0,0,0
S000006045,1,1,0,1,1,1,1,0,0,0,0,0,0
S000002907,1,1,1,1,1,1,1,1,1,1,1,0,0
S000005125,1,1,1,0,0,0,1,0,0,1,0,0,0
S000004646,1,1,1,1,1,1,1,1,1,1,1,1,0
S000000906,1,1,0,0,0,0,1,0,0,0,0,0,0
S000001325,1,1,1,1,1,1,1,1,1,0,1,1,1
S000003067,1,1,1,1,1,1,1,0,0,0,0,0,0
S000001388,1,1,1,1,1,1,0,0,0,0,0,0,0
S000002304,1,1,1,1,1,1,1,1,1,0,1,1,1
S000002444,1,1,1,1,1,1,1,1,1,1,1,0,1
S000006074,1,1,1,1,1,1,1,1,1,1,1,0,1
S000000440,1,1,0,1,1,1,0,0,0,0,0,0,0
S000005762,1,1,1,1,1,1,1,1,1,1,1,0,1
S000002584,1,1,1,1,1,1,1,1,1,1,1,1,1
S000001946,1,1,1,1,1,1,1,0,1,1,1,0,0
S000006163,1,1,1,1,1,0,1,1,1,0,1,1,0
S000002324,1,1,1,1,1,1,1,1,1,0,0,0,0
S000001789,1,1,1,1,1,1,1,0,0,0,0,0,0
S000004810,1,1,1,1,1,0,1,1,1,1,1,1,1
S000000460,1,1,1,1,0,0,1,1,0,1,0,0,0
S000006391,1,1,0,1,1,1,0,0,0,0,0,0,0
S000005204,1,1,1,1,0,1,0,0,0,0,1,0,0
S000006394,1,1,0,1,1,1,0,0,0,1,0,0,0
S000001733,1,1,0,0,1,1,1,0,0,0,0,0,0
S000004135,1,1,1,1,0,1,0,1,0,1,0,0,0
S000001229,1,1,1,1,1,1,1,1,1,1,1,1,1
S000003016,1,1,1,1,1,1,1,1,1,1,1,1,1
S000001648,1,1,1,1,1,1,1,1,1,0,1,1,0
S000002203,1,1,1,1,1,0,1,1,0,1,0,0,0
S000002895,1,1,1,1,1,0,1,1,0,1,0,0,0
S000004513,1,1,1,1,1,1,1,1,0,0,0,0,0
S000002409,1,1,1,1,1,1,1,1,1,0,1,0,0
S000002906,1,1,1,1,1,1,1,1,1,1,1,1,1
S000003958,1,1,0,0,1,1,1,0,0,0,0,0,0
S000000039,1,1,1,1,1,1,1,1,1,1,1,1,1
S000003090,1,1,1,1,1,1,1,1,1,1,0,0,0
S000000689,1,1,1,1,1,1,1,1,1,1,1,1,1
S000001669,1,1,1,1,1,1,1,0,0,1,1,0,0
S000004401,1,1,1,1,1,1,1,0,1,0,1,0,0
S000004650,1,1,1,1,1,1,1,1,1,1,1,1,0
S000006385,1,1,1,1,1,1,1,1,1,1,1,1,1
S000001213,1,1,1,1,1,1,1,1,1,0,1,0,0
S000004156,1,1,1,1,1,0,1,1,1,1,1,1,1
S000001066,1,1,1,1,1,1,1,1,1,1,0,0,1
S000005286,1,1,1,1,1,1,0,0,0,0,1,0,0
S000005683,1,1,1,1,1,1,1,1,1,1,0,0,0
S000000402,1,1,0,1,1,1,1,0,1,1,0,0,0
S000001627,1,1,0,0,1,1,0,0,0,1,0,1,0
S000001730,1,1,0,0,0,0,1,0,0,0,0,0,0
S000005300,1,1,1,1,0,1,1,0,0,1,0,0,0
S000000023,1,1,1,1,0,1,0,1,0,0,0,0,0
S000002423,1,1,0,0,1,0,0,0,0,0,0,0,0
S000002461,1,1,1,1,1,1,1,1,1,1,1,1,1
S000003262,1,1,1,1,1,1,0,0,0,1,1,0,0
S000001265,1,1,1,0,1,1,1,1,1,1,0,0,0
S000000884,1,1,1,1,1,1,0,0,0,0,1,0,0
S000004652,1,1,1,1,1,1,0,0,0,0,0,0,1
S000002302,1,1,1,1,1,1,1,0,1,0,0,0,1
S000004636,1,1,1,1,1,1,1,0,0,1,0,0,0
S000000116,1,1,1,1,0,0,1,0,0,0,1,1,0
S000005888,1,1,1,1,1,1,1,1,1,0,0,0,0
S000005770,1,1,1,1,1,1,1,1,1,0,0,1,1
S000000814,1,1,1,1,1,1,1,1,1,1,1,1,1
S000000973,1,1,1,1,1,1,1,1,1,1,0,0,1
S000004351,1,1,1,1,1,1,1,1,1,1,0,0,0
S000000340,1,1,1,1,1,1,1,1,1,1,1,0,0
S000004556,1,1,1,0,0,1,0,0,0,0,0,0,0
S000005019,1,1,1,1,0,1,0,0,0,0,0,0,0
S000005216,1,1,1,1,1,0,1,1,1,1,1,1,1
S000005733,1,1,1,1,1,1,1,1,0,0,0,0,0
S000003661,1,1,1,1,1,1,0,0,0,0,1,0,0
S000005629,1,1,1,1,0,1,1,1,1,0,1,0,0
S000003297,1,1,1,1,1,1,0,1,1,1,1,0,0
S000002636,1,1,1,1,1,1,1,1,0,1,0,0,0
S000003450,1,1,1,1,1,1,1,1,1,1,1,1,1
S000002261,1,1,1,1,1,0,1,1,1,0,1,0,0
S000002784,1,1,1,1,1,1,1,1,1,1,0,0,1
S000003530,1,1,1,1,1,1,1,1,1,1,0,0,0
S000005299,1,1,1,1,1,1,1,1,1,1,1,1,1
S000006259,1,1,1,1,1,0,1,1,1,0,1,1,1
S000002969,1,1,1,1,1,1,1,1,1,1,1,1,0
S000003065,1,1,1,1,1,1,1,0,1,0,0,0,0
S000003957,1,1,1,0,1,1,1,0,0,1,0,0,0
S000005743,1,1,0,0,1,0,0,0,0,0,0,0,0
S000005941,1,1,1,1,1,1,1,1,1,0,1,1,1
S000005005,1,1,1,1,1,1,1,1,0,0,0,0,0
