raw_id	mapped_gene_id	mapping_status	mapping_method	mapping_evidence
FGSG_00321	FGRAMPH1_01G00849	mapped	alias_bridge	STRING aliases bridge
FGSG_00322	FGRAMPH1_01G00851	mapped	alias_bridge	STRING aliases bridge
FGSG_00323	FGRAMPH1_01G00853	mapped	alias_bridge	STRING aliases bridge
FGSG_00324	FGRAMPH1_01G00855	mapped	alias_bridge	STRING aliases bridge
FGSG_00325	FGRAMPH1_01G00857	mapped	alias_bridge	STRING aliases bridge
FGSG_00326		unmapped	none	no evidence found
FGSG_00327	FGRAMPH1_01G00861	mapped	alias_bridge	STRING aliases bridge
FGSG_00328	FGRAMPH1_01G00863	mapped	alias_bridge	STRING aliases bridge
FGSG_00330	FGRAMPH1_01G00867	mapped	alias_bridge	STRING aliases bridge
FGSG_00331	FGRAMPH1_01G00871	mapped	alias_bridge	STRING aliases bridge
FGSG_00332	FGRAMPH1_01G00873	mapped	alias_bridge	STRING aliases bridge
FGSG_00333	FGRAMPH1_01G00875	mapped	alias_bridge	STRING aliases bridge
FGSG_00334	FGRAMPH1_01G00877	mapped	alias_bridge	STRING aliases bridge
FGSG_00335	FGRAMPH1_01G00879	mapped	alias_bridge	STRING aliases bridge
FGSG_00336	FGRAMPH1_01G00881	mapped	alias_bridge	STRING aliases bridge
FGSG_00337	FGRAMPH1_01G00883	mapped	alias_bridge	STRING aliases bridge
FGSG_00338	FGRAMPH1_01G00885	mapped	alias_bridge	STRING aliases bridge
FGSG_00339	FGRAMPH1_01G00893	mapped	alias_bridge	STRING aliases bridge
FGSG_00340		unmapped	none	no evidence found
FGSG_00342	FGRAMPH1_01G00909	mapped	alias_bridge	STRING aliases bridge
FGSG_00343	FGRAMPH1_01G00911	mapped	alias_bridge	STRING aliases bridge
FGSG_00344	FGRAMPH1_01G00913	mapped	alias_bridge	STRING aliases bridge
FGSG_00345	FGRAMPH1_01G00915	mapped	alias_bridge	STRING aliases bridge
FGSG_00346	FGRAMPH1_01G00919	mapped	alias_bridge	STRING aliases bridge
FGSG_00347	FGRAMPH1_01G00921	mapped	alias_bridge	STRING aliases bridge
FGSG_00348	FGRAMPH1_01G00923	mapped	alias_bridge	STRING aliases bridge
FGSG_00349		unmapped	none	no evidence found
FGSG_00350		unmapped	none	no evidence found
FGSG_00351	FGRAMPH1_01G00929	mapped	alias_bridge	STRING aliases bridge
FGSG_00352	FGRAMPH1_01G00931	mapped	alias_bridge	STRING aliases bridge
FGSG_00353	FGRAMPH1_01G00933	mapped	alias_bridge	STRING aliases bridge
FGSG_00354	FGRAMPH1_01G00935	mapped	alias_bridge	STRING aliases bridge
FGSG_00355	FGRAMPH1_01G00939	mapped	alias_bridge	STRING aliases bridge
FGSG_00357	FGRAMPH1_01G00947	mapped	alias_bridge	STRING aliases bridge
FGSG_00358	FGRAMPH1_01G00945	mapped	alias_bridge	STRING aliases bridge
FGSG_00359	FGRAMPH1_01G00949	mapped	alias_bridge	STRING aliases bridge
FGSG_00360		unmapped	none	no evidence found
FGSG_00361	FGRAMPH1_01G00953	mapped	alias_bridge	STRING aliases bridge
FGSG_00362	FGRAMPH1_01G00957	mapped	alias_bridge	STRING aliases bridge
